GenusSpecies,Genus,Species,Family,SubOrder,body_colors,body_colortypes,body_patterns,mate_guarding,flight_mode,territoriality,continents,aquatic_habitats,climates,ecozones,habitat_openness,citations,ISBN,DOI,sex_polymorphisms,sex_dimorphisms,geo_polymorphisms,body_lengths,forewing_lengths,hindwing_lengths,has_wing_pigment,wing_pigment_extent_discrete,wing_pigment_extent_continuous,wing_pigment_pattern,wing_pigment_symmetry,wing_pigment_dimorphism,wing_pigment_color,wing_pigment_placement,wing_pigment_color_type,female_has_wing_pigment,female_wing_pigment_extent_discrete,female_wing_pigment_extent_continuous,female_wing_pigment_placement,female_body_lengths,female_hindwing_lengths,female_forewing_lengths
Lestes macrostigma,Lestes,macrostigma,Lestidae,Zygoptera,blue,structural,NA,NA,NA,NA,europe,wetland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes nodalis,Lestes,nodalis,Lestidae,Zygoptera,brown,NA,striped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes nodalis,Lestes,nodalis,Lestidae,Zygoptera,gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes nodalis,Lestes,nodalis,Lestidae,Zygoptera,blue,pigment,spotted,NA,percher,NA,asia,wetland,NA,indomalaya,NA,Tze-wai et al (2011),978-988-211-399-2,NA,monomorphic,weak,NA,NA,20,20,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes pallidus,Lestes,pallidus,Lestidae,Zygoptera,blue,pigment,plain,contact,percher,territorial,afrika,ephemeral,NA,afrotropical,semi,Samways (2008),9.78955E+12,NA,males,weak,NA,40,NA,23,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA
Lestes pallidus,Lestes,pallidus,Lestidae,Zygoptera,brown,pruinescence,striped,NA,NA,NA,NA,NA,NA,NA,NA,Suhling and Martens (2007),9.78999E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes pallidus,Lestes,pallidus,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarboton and Tarboton (2005),0-620-33878-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes plagiatus,Lestes,plagiatus,Lestidae,Zygoptera,blue,pigment,plain,contact,percher,NA,afrika,stream,NA,afrotropical,semi,Dijkstra and Clausnitzer (2014),978-9491615061,NA,NA,strong,NA,45,NA,25,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA
Lestes plagiatus,Lestes,plagiatus,Lestidae,Zygoptera,green,structural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes plagiatus,Lestes,plagiatus,Lestidae,Zygoptera,brown,pruinescence,striped,NA,NA,NA,NA,NA,NA,NA,NA,Tarboton and Tarboton (2005),0-620-33878-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes praemorsus,Lestes,praemorsus,Lestidae,Zygoptera,black,pigment,plain,NA,flier,NA,asia,wetland,Af,indomalaya,open,Hamalainen and Pinratana (1999),9.78975E+12,NA,monomorphic,weak,NA,40,22.5,22,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,20.5
Lestes praemorsus,Lestes,praemorsus,Lestidae,Zygoptera,blue,pruinescence,spotted,NA,percher,NA,NA,NA,Aw,NA,NA,Nair (2011),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes praemorsus,Lestes,praemorsus,Lestidae,Zygoptera,white,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bun et al (2010),978-9810861551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes praemorsus,Lestes,praemorsus,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tze-wai et al (2011),978-988-211-399-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes rectangularis,Lestes,rectangularis,Lestidae,Zygoptera,black,pigment,plain,noncontact,percher,NA,north america,lake,Cfa,nearctic,closed,Abbott (2011),978-0-292-71449-6,NA,males,weak,males polymorphic,45,NA,22.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes rectangularis,Lestes,rectangularis,Lestidae,Zygoptera,yellow,NA,NA,NA,NA,NA,NA,NA,Dfb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes rectangularis,Lestes,rectangularis,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,NA,Dfc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes rectangularis,Lestes,rectangularis,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,NA,Dwb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes rectangularis,Lestes,rectangularis,Lestidae,Zygoptera,blue,pruinescence,striped,NA,NA,NA,NA,pond,Cfb,NA,NA,Paulson (2009),978-0691122816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes rectangularis,Lestes,rectangularis,Lestidae,Zygoptera,brown,structural,NA,NA,NA,NA,NA,NA,Dfa,NA,NA,Paulson (2012),978-0691122830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes sigma,Lestes,sigma,Lestidae,Zygoptera,brown,structural,spotted,NA,NA,NA,south america,pond,Am,neotropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes sigma,Lestes,sigma,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,wetland,Aw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes sigma,Lestes,sigma,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,NA,BSk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes sigma,Lestes,sigma,Lestidae,Zygoptera,blue,pruinescence,plain,contact,percher,NA,north america,ephemeral,Af,nearctic,closed,Paulson (2009),978-0691122816,NA,monomorphic,weak,NA,41,NA,21.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,21,NA
Lestes sponsa,Lestes,sponsa,Lestidae,Zygoptera,green,pigment,plain,contact,percher,NA,asia,ephemeral,Cfa,palearctic,semi,Dijkstra and Lewington (2006),978-0953139941,NA,monomorphic,weak,NA,37,NA,20.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,22.5,NA
Lestes sponsa,Lestes,sponsa,Lestidae,Zygoptera,NA,pruinescence,striped,NA,NA,NA,europe,pond,Dfa,NA,NA,Sugimura et al (2001),9.78483E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes sponsa,Lestes,sponsa,Lestidae,Zygoptera,NA,structural,NA,NA,NA,NA,NA,wetland,Dfb,NA,NA,Onzono et al (2012),9.78483E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes spumarius,Lestes,spumarius,Lestidae,Zygoptera,green,pruinescence,striped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes spumarius,Lestes,spumarius,Lestidae,Zygoptera,white,structural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes spumarius,Lestes,spumarius,Lestidae,Zygoptera,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes spumarius,Lestes,spumarius,Lestidae,Zygoptera,gray,pigment,plain,none,percher,NA,north america,ephemeral,Af,neotropical,closed,Paulson (2012),978-0691122830,NA,monomorphic,weak,NA,42,NA,22.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes stultus,Lestes,stultus,Lestidae,Zygoptera,black,pigment,plain,contact,percher,NA,north america,lake,Csa,nearctic,closed,Manolis (2003),9.78052E+12,NA,NA,strong,monomorphic,39.5,NA,23.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes stultus,Lestes,stultus,Lestidae,Zygoptera,NA,structural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes stultus,Lestes,stultus,Lestidae,Zygoptera,brown,pruinescence,spotted,NA,NA,NA,NA,stream,Csb,NA,NA,Paulson (2009),978-0691122816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes tenuatus,Lestes,tenuatus,Lestidae,Zygoptera,black,pigment,spotted,contact,percher,NA,north america,lake,Af,nearctic,closed,Heckman (2008),978-94-017-1421-1,NA,monomorphic,weak,NA,43.5,NA,22.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
Lestes tenuatus,Lestes,tenuatus,Lestidae,Zygoptera,blue,pruinescence,striped,NA,NA,NA,south america,wetland,Cfa,neotropical,open,Michalski (2015),9.78099E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes tenuatus,Lestes,tenuatus,Lestidae,Zygoptera,green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes tenuatus,Lestes,tenuatus,Lestidae,Zygoptera,white,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes tenuatus,Lestes,tenuatus,Lestidae,Zygoptera,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes tenuatus,Lestes,tenuatus,Lestidae,Zygoptera,brown,structural,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paulson (2012),978-0691122830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes tridens,Lestes,tridens,Lestidae,Zygoptera,black,pigment,spotted,contact,percher,NA,afrika,pond,NA,afrotropical,open,Dijkstra and Clausnitzer (2014),978-9491615061,NA,NA,strong,NA,38,NA,19,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA
Lestes tridens,Lestes,tridens,Lestidae,Zygoptera,blue,pruinescence,NA,NA,NA,NA,NA,wetland,NA,NA,semi,Samways (2008),9.78955E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes tridens,Lestes,tridens,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarboton and Tarboton (2005),0-620-33878-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes uncifer,Lestes,uncifer,Lestidae,Zygoptera,blue,pigment,spotted,NA,percher,NA,afrika,pond,NA,afrotropical,closed,Dijkstra and Clausnitzer (2014),978-9491615061,NA,NA,strong,NA,47.5,NA,24,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA
Lestes uncifer,Lestes,uncifer,Lestidae,Zygoptera,green,NA,striped,NA,NA,NA,NA,wetland,NA,NA,open,Samways (2008),9.78955E+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes uncifer,Lestes,uncifer,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tarboton and Tarboton (2005),0-620-33878-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes unguiculatus,Lestes,unguiculatus,Lestidae,Zygoptera,blue,pigment,spotted,contact,percher,non-territorial,north america,ephemeral,BSk,nearctic,open,Abbott (2011),978-0-292-71449-6,NA,males,strong,monomorphic,37.5,NA,20.5,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes unguiculatus,Lestes,unguiculatus,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,wetland,Dfb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes unguiculatus,Lestes,unguiculatus,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,NA,Dfc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes unguiculatus,Lestes,unguiculatus,Lestidae,Zygoptera,NA,NA,NA,NA,NA,NA,NA,NA,Dwb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes unguiculatus,Lestes,unguiculatus,Lestidae,Zygoptera,brown,pruinescence,striped,NA,NA,NA,NA,lake,Cfa,NA,NA,Paulson (2009),978-0691122816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes unguiculatus,Lestes,unguiculatus,Lestidae,Zygoptera,green,structural,NA,NA,NA,NA,NA,pond,Dfa,NA,NA,Paulson (2012),978-0691122830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes vidua,Lestes,vidua,Lestidae,Zygoptera,brown,pruinescence,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes vidua,Lestes,vidua,Lestidae,Zygoptera,green,structural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes vidua,Lestes,vidua,Lestidae,Zygoptera,red,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes vidua,Lestes,vidua,Lestidae,Zygoptera,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes vidua,Lestes,vidua,Lestidae,Zygoptera,blue,pigment,striped,contact,percher,NA,north america,pond,Cfa,nearctic,closed,Paulson (2012),978-0691122830,NA,monomorphic,weak,monomorphic,42,NA,23,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes vigilax,Lestes,vigilax,Lestidae,Zygoptera,blue,pigment,plain,contact,percher,NA,north america,lake,Cfa,nearctic,closed,Abbott (2011),978-0-292-71449-6,NA,monomorphic,weak,females polymorphic,48.5,NA,25,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes vigilax,Lestes,vigilax,Lestidae,Zygoptera,white,NA,NA,NA,NA,NA,NA,NA,Dfb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes vigilax,Lestes,vigilax,Lestidae,Zygoptera,yellow,NA,NA,NA,NA,NA,NA,NA,Dfc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes vigilax,Lestes,vigilax,Lestidae,Zygoptera,brown,pruinescence,striped,NA,NA,NA,NA,pond,Cfb,NA,NA,Paulson (2009),978-0691122816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lestes vigilax,Lestes,vigilax,Lestidae,Zygoptera,green,structural,NA,NA,NA,NA,NA,wetland,Dfa,NA,NA,Paulson (2012),978-0691122830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
